iter	Passed	Remaining
1523	31739	51566
1524	31757	51541
1525	31775	51515
1526	31794	51492
1527	31813	51468
1528	31832	51444
1529	31850	51418
1530	31867	51391
1531	31883	51363
1532	31901	51337
1533	31920	51313
1534	31937	51287
1535	31955	51262
1536	31972	51235
1537	31990	51210
1538	32009	51185
1539	32027	51160
1540	32045	51135
1541	32065	51113
1542	32082	51086
1543	32099	51059
1544	32117	51034
1545	32134	51007
1546	32152	50982
1547	32169	50955
1548	32185	50927
1549	32202	50900
1550	32219	50873
1551	32235	50846
1552	32254	50822
1553	32272	50797
1554	32289	50771
1555	32308	50746
1556	32326	50722
1557	32345	50698
1558	32364	50674
1559	32382	50649
1560	32399	50623
1561	32416	50596
1562	32434	50571
1563	32452	50546
1564	32470	50520
1565	32487	50494
1566	32503	50466
1567	32521	50440
1568	32538	50414
1569	32555	50388
1570	32572	50361
1571	32591	50338
1572	32610	50315
1573	32632	50296
1574	32661	50288
1575	32687	50276
1576	32715	50265
1577	32736	50245
1578	32753	50219
1579	32771	50193
1580	32790	50171
1581	32809	50147
1582	32827	50123
1583	32845	50097
1584	32863	50072
1585	32880	50046
1586	32898	50021
1587	32916	49996
1588	32933	49970
1589	32954	49950
1590	32977	49932
1591	32996	49908
1592	33014	49884
1593	33032	49859
1594	33050	49834
1595	33068	49809
1596	33087	49786
1597	33108	49765
1598	33131	49749
1599	33154	49731
1600	33173	49708
1601	33198	49693
1602	33219	49674
1603	33238	49650
1604	33256	49625
1605	33276	49603
1606	33294	49578
1607	33311	49552
1608	33328	49527
1609	33345	49500
1610	33362	49474
1611	33380	49449
1612	33396	49422
1613	33414	49396
1614	33433	49373
1615	33450	49347
1616	33467	49322
1617	33485	49296
1618	33503	49271
1619	33523	49249
1620	33541	49226
1621	33560	49202
1622	33585	49188
1623	33606	49167
1624	33625	49145
1625	33643	49120
1626	33660	49094
1627	33680	49071
1628	33697	49046
1629	33714	49020
1630	33732	48995
1631	33748	48968
1632	33766	48944
1633	33784	48919
1634	33803	48896
1635	33821	48872
1636	33844	48853
1637	33866	48835
1638	33884	48811
1639	33903	48788
1640	33921	48763
1641	33940	48739
1642	33958	48716
1643	33977	48692
1644	33994	48666
1645	34011	48640
1646	34028	48614
1647	34045	48589
1648	34064	48565
1649	34083	48543
1650	34101	48518
1651	34119	48494
1652	34136	48468
1653	34154	48443
1654	34172	48419
1655	34189	48393
1656	34206	48367
1657	34224	48343
1658	34241	48317
1659	34257	48291
1660	34274	48265
1661	34291	48238
1662	34308	48213
1663	34325	48187
