iter	RMSE
243	1.073167955
244	1.072633652
245	1.072523631
246	1.072444665
247	1.071697078
248	1.071178822
249	1.071068101
250	1.070990479
251	1.070021103
252	1.069470858
253	1.06810011
254	1.068023514
255	1.067851256
256	1.067310971
257	1.066557048
258	1.06594748
259	1.065436058
260	1.064950911
261	1.064225009
262	1.063776689
263	1.063678722
264	1.063321223
265	1.063170404
266	1.063094578
267	1.063020135
268	1.062572736
269	1.062483643
270	1.062283545
271	1.061453263
272	1.060803589
273	1.060534018
274	1.059917395
275	1.05951913
276	1.059367183
277	1.059294296
278	1.05906228
279	1.058531846
280	1.058328839
281	1.057929958
282	1.057437834
283	1.057365749
284	1.057274566
285	1.056593036
286	1.056522194
287	1.056162893
288	1.055680931
289	1.055611099
290	1.055174891
291	1.055073031
292	1.054322546
293	1.054253728
294	1.053673097
295	1.05349579
296	1.053213198
297	1.052603232
298	1.052286563
299	1.051851462
300	1.051783776
301	1.051261543
302	1.051197658
303	1.050758131
304	1.050313263
305	1.050239801
306	1.049607612
307	1.049106944
308	1.048639574
309	1.048293125
310	1.047844503
311	1.047312143
312	1.046788274
313	1.046492744
314	1.046354831
315	1.046010095
316	1.045554637
317	1.045489271
318	1.045315487
319	1.045253561
320	1.044627838
321	1.043956023
322	1.043876657
323	1.043519101
324	1.04309549
325	1.042984094
326	1.042920512
327	1.042857478
328	1.042447823
329	1.042224184
330	1.041752129
331	1.041665109
332	1.041260033
333	1.040895062
334	1.040833168
335	1.040357819
336	1.04029206
337	1.040036046
338	1.039470487
339	1.039073404
340	1.038305989
341	1.037934117
342	1.037823388
343	1.037762882
344	1.037200435
345	1.036682093
346	1.036474542
347	1.035634856
348	1.035341205
349	1.034704163
350	1.034222989
351	1.034162852
352	1.03378653
353	1.033727314
354	1.033353336
355	1.033083099
356	1.032639539
357	1.032508972
358	1.032321218
359	1.032261863
360	1.032204167
361	1.031913797
362	1.031364032
363	1.030827842
364	1.030533326
365	1.029764177
366	1.029708943
367	1.029187824
368	1.028696417
369	1.02845749
370	1.028343764
371	1.027958045
372	1.027652104
373	1.027556752
374	1.027457668
375	1.027401322
376	1.027342522
377	1.02708356
378	1.02685731
379	1.026488763
380	1.026433618
381	1.025937922
382	1.025605138
383	1.025410344
384	1.025015913
385	1.024925235
386	1.024373856
387	1.023793276
388	1.023386674
389	1.022988697
390	1.022480684
391	1.022353855
392	1.021765601
393	1.021434422
394	1.021178036
395	1.0209918
396	1.02070752
397	1.020578831
398	1.020120616
399	1.019968716
400	1.019913786
401	1.019482882
402	1.019371539
403	1.019253054
404	1.019112811
405	1.01906053
406	1.018928866
407	1.018845249
408	1.018791656
409	1.018646483
410	1.018533422
411	1.017996745
412	1.017943581
413	1.017718234
414	1.017479835
415	1.017427343
416	1.017153779
417	1.016692472
418	1.01653196
419	1.016147419
420	1.016097618
421	1.015622406
422	1.015361858
423	1.01493853
424	1.014831632
425	1.014780093
426	1.014260835
427	1.013720191
428	1.013500862
429	1.013375338
430	1.012932551
431	1.01266562
432	1.012614637
433	1.012349139
434	1.012000535
435	1.011950076
436	1.011902174
437	1.011854957
438	1.01147028
439	1.010812256
440	1.010118403
441	1.009782793
442	1.009454894
443	1.009372034
444	1.008926895
445	1.008628315
446	1.008578954
447	1.008360029
448	1.007826029
449	1.007320993
450	1.006744574
451	1.00632346
452	1.005978638
453	1.005932028
454	1.005621041
455	1.005335695
456	1.005286831
457	1.005065406
458	1.004950702
459	1.00457141
460	1.004480415
461	1.0041649
462	1.003885489
463	1.003832717
464	1.003548857
465	1.003501025
466	1.003239593
467	1.00319235
468	1.003112797
469	1.003061851
470	1.002766003
471	1.002477677
472	1.002021811
473	1.001973176
474	1.001888543
475	1.001661775
476	1.001613911
477	1.000963822
478	1.000538668
479	1.00049506
480	1.000392111
481	1.000160532
482	1.000059862
483	0.9997366903
484	0.9993038152
485	0.9990772309
486	0.9988912993
487	0.9983711128
488	0.998089355
489	0.9979778083
490	0.9976455624
491	0.9975337049
492	0.9974881955
493	0.9970982703
494	0.9970187297
495	0.9966730886
496	0.9963953668
497	0.9961112599
498	0.9960662052
499	0.9957595004
500	0.9957155773
501	0.995468644
502	0.9952028041
503	0.9951585397
504	0.995114732
505	0.9948405363
506	0.9944931505
507	0.9941282971
508	0.994081956
509	0.9934787967
510	0.993200871
511	0.9931575639
512	0.9930765122
513	0.9929476371
514	0.9926834037
515	0.9926434433
516	0.9925965104
517	0.9919709085
518	0.9918930431
519	0.9914352487
520	0.9913928527
521	0.9912109247
522	0.9910284088
523	0.9907060834
524	0.9903639958
525	0.9900595282
526	0.9895608692
527	0.9894647016
528	0.989218801
529	0.9889282729
530	0.9887405999
531	0.9884058635
532	0.9883645812
533	0.9880468126
534	0.9878306019
535	0.9875777078
536	0.9875132418
537	0.9871834446
538	0.9868138086
539	0.9864494355
540	0.986407563
541	0.985952804
542	0.9858539622
543	0.9856498943
544	0.9856097479
545	0.9855463745
546	0.9852622343
547	0.9852209797
548	0.9849987191
549	0.984857781
550	0.9844398076
551	0.9842113837
552	0.9841705445
553	0.9836749297
554	0.9831220467
555	0.9830112396
556	0.9827455522
557	0.9825158387
558	0.9824752298
559	0.9822081201
560	0.9821511259
561	0.9820684863
562	0.9820295269
563	0.9819577459
564	0.9816456938
565	0.9813935421
566	0.9812527192
567	0.9812127689
568	0.9807878251
569	0.9804906116
570	0.9801134252
571	0.9800751182
572	0.9799908663
573	0.9794770468
574	0.9793491829
575	0.979039257
576	0.9789790233
577	0.9789395454
578	0.9789003032
579	0.9788580328
580	0.9788210361
581	0.9787427174
582	0.9780711031
583	0.9780324583
584	0.9776542103
585	0.9772021397
586	0.9771636781
587	0.9769414347
588	0.9768852133
589	0.9766860845
590	0.9763392097
591	0.9762404131
592	0.9762023349
593	0.9758744966
594	0.9754479133
595	0.9753498504
596	0.9750772653
597	0.9748327249
598	0.9745228506
599	0.9744851719
600	0.9744493525
601	0.9742609992
602	0.9741799934
603	0.9738535509
604	0.9735473913
605	0.9732772744
606	0.9731911815
607	0.973115616
608	0.9730400669
609	0.9730027617
610	0.972755114
611	0.9727214392
612	0.9726646953
613	0.9726297453
614	0.9724927034
615	0.9723806268
616	0.9720651436
617	0.9717126571
618	0.9716762139
619	0.971202735
620	0.97075079
621	0.9707143622
622	0.9705801092
623	0.9705459771
624	0.9704563632
625	0.9701686313
626	0.969834861
627	0.96978579
628	0.9697516693
629	0.9693988681
630	0.9691238863
631	0.9690881659
632	0.9690335217
633	0.9685530531
634	0.9682977447
635	0.9680540816
636	0.9680203998
637	0.9679575831
638	0.9675276462
639	0.9669786258
640	0.9668521804
641	0.966605974
642	0.9663469951
643	0.966311696
644	0.9662762692
645	0.9661923927
646	0.9657752596
647	0.9655002096
648	0.9653731949
649	0.9651146743
650	0.9647436097
651	0.9644179649
652	0.9643848407
653	0.9643467322
654	0.9642761356
655	0.9641624481
656	0.9640888993
657	0.9639606066
658	0.963791875
659	0.9637594574
660	0.9635235615
661	0.9631727533
662	0.9629305266
663	0.9628959099
664	0.9628614142
665	0.9627929327
666	0.9623582956
667	0.9620619867
668	0.9618304213
669	0.9614645071
670	0.9613992281
671	0.9610522775
672	0.9607579832
673	0.9607235048
674	0.9606695973
675	0.9606355508
676	0.9606018515
677	0.9600489521
678	0.9597515785
679	0.9597177597
680	0.959290137
681	0.9591105177
682	0.9590769509
683	0.9590433599
684	0.9590103272
685	0.9587793456
686	0.9587469606
687	0.9587151049
688	0.9584771337
689	0.9583321651
690	0.9583007349
691	0.9582193559
692	0.9581685739
693	0.9581366739
694	0.9577252357
695	0.9575931077
696	0.9570739313
697	0.9567546999
698	0.9567219988
699	0.9565177648
700	0.9562376921
701	0.9559068162
702	0.9558758761
703	0.9557560166
704	0.955657281
705	0.9553522426
706	0.9553171553
707	0.9551436067
708	0.9549508354
709	0.9545372538
710	0.9545034594
711	0.9541882655
712	0.953951247
713	0.9538753843
714	0.9538422687
715	0.9538085914
716	0.9537754307
717	0.9537426249
718	0.9537110158
719	0.9536800881
720	0.9536485981
721	0.9534864106
722	0.9534563738
723	0.953426466
724	0.9531367418
725	0.9529056628
726	0.9525529232
727	0.9525223162
728	0.9524922239
729	0.9521324716
730	0.9519370974
731	0.9519040621
732	0.9515985037
733	0.9515338259
734	0.9514849295
735	0.9511998136
736	0.9509812546
737	0.9508980528
738	0.9506876702
739	0.9504841089
740	0.9504543245
741	0.950422993
742	0.9501765455
743	0.9500675795
744	0.9499727168
745	0.9494611697
746	0.9490762683
747	0.9488778072
748	0.9486882407
749	0.9484464482
750	0.9479773424
751	0.9478634453
752	0.9474124428
753	0.947183912
754	0.9470046145
755	0.9466044911
756	0.9465399228
757	0.9463839722
758	0.9460243137
759	0.9455559146
760	0.9454235561
761	0.945146139
762	0.9449321125
763	0.9446677195
764	0.9446166554
765	0.9445367395
766	0.9442624945
767	0.9442319874
768	0.9441590333
769	0.9441287442
770	0.943891244
771	0.9438471058
772	0.9435861145
773	0.9435559116
774	0.9433159223
775	0.9431159034
776	0.9428571221
777	0.9428269574
778	0.9425751067
779	0.9425463236
780	0.9423585925
781	0.9421975801
782	0.9421265068
783	0.9420512485
784	0.9418834138
785	0.9415743413
786	0.9414708748
787	0.9414421491
788	0.9412116799
789	0.9410724426
790	0.9409769907
791	0.9409485875
792	0.9408814366
793	0.9407359293
794	0.9406912574
795	0.9404489981
796	0.9402006401
797	0.9401710925
798	0.9399345256
799	0.9398451793
800	0.9395664088
801	0.9395369701
802	0.9391824455
803	0.9390396819
804	0.9390094851
805	0.938878279
806	0.9388025422
807	0.9384632282
808	0.9383533473
809	0.9381564789
810	0.9381272214
811	0.9376562042
812	0.9375094751
813	0.9374813319
814	0.937452363
815	0.9372580496
816	0.9372174857
817	0.9369237622
818	0.9367009291
819	0.9365480395
820	0.9363340168
821	0.9360307935
822	0.9359296118
823	0.9359019875
824	0.9356942338
825	0.9356667546
826	0.9353654342
827	0.9350690328
828	0.9349874079
829	0.9349557602
830	0.9349284783
831	0.9347716054
832	0.9343496061
833	0.9340626448
834	0.9333114164
835	0.9331171929
836	0.9330887548
837	0.9330616386
838	0.9330132675
839	0.9327703507
840	0.9327442068
841	0.9324716868
842	0.9322194082
843	0.9319192609
844	0.9316593725
845	0.9314745935
846	0.9313164656
847	0.9312883422
848	0.931024012
849	0.9309918276
850	0.9309652864
851	0.9305630701
852	0.9304739041
853	0.9302346108
854	0.9302080889
855	0.930145438
856	0.9299714865
857	0.9298253295
858	0.9297975872
859	0.9297339538
860	0.9294745118
861	0.9293741687
862	0.9291301598
863	0.9290353257
864	0.9290081659
865	0.928907196
866	0.9288804579
867	0.9285324657
868	0.9283828975
869	0.9282599217
870	0.9281008837
871	0.9278100091
872	0.9276753334
873	0.9276157824
874	0.9275883733
875	0.9272573856
876	0.9272154839
877	0.927188153
878	0.9270422633
879	0.9267230808
880	0.9266139808
881	0.926542734
882	0.9265169801
883	0.9262800067
884	0.9262541954
885	0.9262288966
886	0.9260357722
887	0.9255687798
888	0.9254065325
889	0.9252988905
890	0.9252291369
891	0.9250937055
892	0.9248998671
893	0.9248481718
894	0.9248212352
895	0.9246903041
896	0.92447027
897	0.9244159951
898	0.9242244768
899	0.9241669859
900	0.9238989111
901	0.9237770266
902	0.9237501901
903	0.9235366002
904	0.9235090045
905	0.9233115053
906	0.9232861623
907	0.9232610304
908	0.923153524
909	0.9230206016
910	0.9229940841
911	0.922876999
912	0.92263293
913	0.9225165033
914	0.9222075278
915	0.9221432845
916	0.9221168726
917	0.9220622876
918	0.9219235393
919	0.9218972369
920	0.9215964971
921	0.9212234802
922	0.9211985083
923	0.9211244596
924	0.9210983245
925	0.9209873894
926	0.920930646
927	0.9208652113
928	0.9208392347
929	0.920814746
930	0.9207918814
931	0.9204912675
932	0.9203648681
933	0.9201684799
934	0.9201241198
935	0.9199606828
936	0.919793182
937	0.9197203394
938	0.9196909491
939	0.91963478
940	0.9195856929
941	0.9193912835
942	0.9192525859
943	0.9192269395
944	0.9191682328
945	0.9191440462
946	0.9188569956
947	0.9186572681
948	0.9184733716
949	0.918408059
950	0.9183826133
951	0.918358666
952	0.9183201093
953	0.9182948624
954	0.9181892562
955	0.9181641243
956	0.9181404603
957	0.9177652364
958	0.9176032737
959	0.9174645588
960	0.9173001541
961	0.9172285421
962	0.9170214717
963	0.9169993893
964	0.9168136127
965	0.9166154889
966	0.9164931248
967	0.9163020758
968	0.9158920893
969	0.9158671218
970	0.9155811732
971	0.9153367533
972	0.9152804432
973	0.9150935259
974	0.9150243891
975	0.9148463477
976	0.914821519
977	0.9147083017
978	0.9144894543
979	0.9144252105
980	0.9142144117
981	0.9141895845
982	0.9141440174
983	0.9140716048
984	0.913991793
985	0.913967173
986	0.9137263346
987	0.9137032887
988	0.9135350978
989	0.9132947739
990	0.9131931617
991	0.9129207598
992	0.9125581613
993	0.9124894589
994	0.9124625851
995	0.9123713991
996	0.9123057732
997	0.9121566557
998	0.911801788
999	0.9115022611
