iter	RMSE
555	5.487738927
556	5.486392698
557	5.48486236
558	5.482951035
559	5.482056302
560	5.479612647
561	5.478175113
562	5.476424261
563	5.475286752
564	5.473241047
565	5.472145385
566	5.471002909
567	5.469439551
568	5.467860275
569	5.466637951
570	5.465128974
571	5.463108083
572	5.461266969
573	5.460566165
574	5.458800963
575	5.457556171
576	5.456344446
577	5.453968756
578	5.452562377
579	5.451455734
580	5.44926109
581	5.447797014
582	5.446889505
583	5.445745043
584	5.444318836
585	5.442442933
586	5.440384499
587	5.438310656
588	5.43676256
589	5.434831619
590	5.434106973
591	5.432249671
592	5.430032218
593	5.427921391
594	5.426516402
595	5.424010223
596	5.42317192
597	5.421815878
598	5.420396971
599	5.418105451
600	5.417039522
601	5.41516931
602	5.413873067
603	5.411948903
604	5.410636038
605	5.409321644
606	5.408180644
607	5.405580734
608	5.403290645
609	5.402007758
610	5.400115322
611	5.397862262
612	5.396014026
613	5.394856831
614	5.393212947
615	5.39204503
616	5.389820786
617	5.389010968
618	5.387591291
619	5.385713238
620	5.383903162
621	5.38296674
622	5.381499128
623	5.379945414
624	5.378106946
625	5.376528008
626	5.374534262
627	5.3734376
628	5.372334867
629	5.371134048
630	5.37000438
631	5.367882042
632	5.367013173
633	5.364491977
634	5.363364798
635	5.361522967
636	5.35988227
637	5.357725322
638	5.356896997
639	5.355653584
640	5.354382045
641	5.353002217
642	5.351546447
643	5.350114532
644	5.348039818
645	5.346319927
646	5.344986631
647	5.343762255
648	5.342453477
649	5.341399503
650	5.339551741
651	5.337634145
652	5.336159983
653	5.334721753
654	5.3337981
655	5.332572551
656	5.330547495
657	5.329383118
658	5.328568616
659	5.327369326
660	5.325037796
661	5.323646817
662	5.32190929
663	5.32118615
664	5.319625958
665	5.318181506
666	5.316605249
667	5.315409922
668	5.31387761
669	5.312042778
670	5.310071965
671	5.307995824
672	5.306152341
673	5.305012502
674	5.30425016
675	5.302705667
676	5.300174027
677	5.298899542
678	5.297592525
679	5.295952782
680	5.294319193
681	5.292724078
682	5.292087045
683	5.290642282
684	5.289476858
685	5.287130844
686	5.285856767
687	5.28443634
688	5.283841602
689	5.282711499
690	5.281439896
691	5.279681814
692	5.277809816
693	5.276579047
694	5.275010252
695	5.274295413
696	5.273423824
697	5.272654821
698	5.270343134
699	5.268535346
700	5.266774629
701	5.265155372
702	5.26349576
703	5.262320195
704	5.261072187
705	5.2599605
706	5.258217232
707	5.257047996
708	5.255383944
709	5.254080019
710	5.25262928
711	5.251053479
712	5.249738498
713	5.24826423
714	5.247047874
715	5.245818681
716	5.244331103
717	5.242525525
718	5.240658472
719	5.238757112
720	5.236719343
721	5.235310223
722	5.234822694
723	5.233840367
724	5.232401932
725	5.230832484
726	5.229078933
727	5.227692307
728	5.225689973
729	5.224371176
730	5.223195721
731	5.22216173
732	5.220546563
733	5.219468322
734	5.218410734
735	5.21694385
736	5.215276125
737	5.213937915
738	5.213055561
739	5.211811154
740	5.210593391
741	5.208911509
742	5.207350366
743	5.205552801
744	5.204240269
745	5.202677017
746	5.201285059
747	5.200309891
748	5.198502932
749	5.196979606
750	5.195753217
751	5.194469576
752	5.192940509
753	5.191189739
754	5.189885025
755	5.18858132
756	5.186948689
757	5.184767856
758	5.182411792
759	5.181584364
760	5.179191922
761	5.177651115
762	5.176438668
763	5.174658174
764	5.172966085
765	5.171539144
766	5.170445877
767	5.169185592
768	5.167253506
769	5.16589386
770	5.16448096
771	5.163271013
772	5.161784278
773	5.160653146
774	5.15947947
775	5.158353058
776	5.157243185
777	5.156102408
778	5.155259364
779	5.154223904
780	5.152746009
781	5.15156443
782	5.15021459
783	5.149029768
784	5.147847559
785	5.14669222
786	5.145754057
787	5.144217981
788	5.142807344
789	5.14196843
790	5.140248857
791	5.138046499
792	5.13684267
793	5.135590616
794	5.134142156
795	5.133219865
796	5.13195157
797	5.130160829
798	5.128799047
799	5.128040092
800	5.127128668
801	5.125776371
802	5.124411472
803	5.123570812
804	5.122178051
805	5.121057552
806	5.119438451
807	5.117875399
808	5.116087967
809	5.114958075
810	5.113237591
811	5.112321677
812	5.111335214
813	5.109420044
814	5.107876603
815	5.106652164
816	5.105933003
817	5.104664283
818	5.103400437
819	5.101873951
820	5.099449857
821	5.098002533
822	5.096085394
823	5.094272069
824	5.092947905
825	5.092015187
826	5.090980727
827	5.089812392
828	5.088599151
829	5.086902127
830	5.085454317
831	5.084294225
832	5.083382616
833	5.081983072
834	5.080595864
835	5.07932281
836	5.078331431
837	5.075734334
838	5.074235111
839	5.072997897
840	5.071225099
841	5.07003624
842	5.069336811
843	5.068133091
844	5.066871147
845	5.065954478
846	5.064857582
847	5.063698639
848	5.062631256
849	5.061187902
850	5.059859445
851	5.05801033
852	5.056905073
853	5.055754218
854	5.054862527
855	5.053541315
856	5.052147776
857	5.050646796
858	5.049177881
859	5.047123002
860	5.045213071
861	5.043887601
862	5.042450406
863	5.041252437
864	5.039569997
865	5.038403169
866	5.036418428
867	5.035322505
868	5.03446756
869	5.032332119
870	5.030576267
871	5.029390071
872	5.02856114
873	5.027534345
874	5.026240366
875	5.024773121
876	5.02373257
877	5.022128861
878	5.020750802
879	5.019164715
880	5.017833639
881	5.016531507
882	5.015282095
883	5.014094178
884	5.012968077
885	5.01197535
886	5.010976619
887	5.010153278
888	5.0088093
889	5.007959452
890	5.006752769
891	5.006100131
892	5.004586435
893	5.00360575
894	5.002481454
895	5.001126759
896	5.000306481
897	4.99947385
898	4.997545433
899	4.996342828
900	4.995188454
901	4.993999571
902	4.992671563
903	4.991689688
904	4.989755359
905	4.988496068
906	4.98670753
907	4.985510916
908	4.983864287
909	4.98230543
910	4.981184808
911	4.980237376
912	4.978701118
913	4.976428813
914	4.975006005
915	4.974169869
916	4.973180912
917	4.97179165
918	4.969995309
919	4.968548354
920	4.967339514
921	4.966573865
922	4.965259629
923	4.964305405
924	4.962630924
925	4.961610012
926	4.960109029
927	4.959321554
928	4.958466075
929	4.957031084
930	4.95565741
931	4.954588009
932	4.95341808
933	4.951225988
934	4.95029707
935	4.949660624
936	4.948156818
937	4.947347716
938	4.945539461
939	4.944219022
940	4.94308118
941	4.94203978
942	4.940844047
943	4.939756114
944	4.938204805
945	4.937146719
946	4.936207218
947	4.93448325
948	4.932899209
949	4.931399077
950	4.930656791
951	4.929628295
952	4.928556586
953	4.927435759
954	4.925875264
955	4.92505613
956	4.923660115
957	4.922165855
958	4.921060241
959	4.919678459
960	4.918178678
961	4.917517461
962	4.915761185
963	4.914611233
964	4.913589941
965	4.912145126
966	4.911028374
967	4.909887204
968	4.908399421
969	4.907192165
970	4.906060558
971	4.905066082
972	4.90390693
973	4.902898629
974	4.900917263
975	4.899362577
976	4.897948401
977	4.895990939
978	4.894844439
979	4.893675159
980	4.892516542
981	4.890854209
982	4.889850238
983	4.889075286
984	4.888151885
985	4.887103599
986	4.885678668
987	4.884578253
988	4.883239861
989	4.882207188
990	4.880055885
991	4.878570879
992	4.877566787
993	4.875816629
994	4.874007055
995	4.873578294
996	4.872779296
997	4.871782662
998	4.870836629
999	4.870017458
