iter	RMSE
0	1.018083494
1	1.003029851
2	0.9877579346
3	0.9728797372
4	0.9589700885
5	0.9457253485
6	0.9342964322
7	0.9219992596
8	0.9109706445
9	0.9008748339
10	0.8909985558
11	0.8844696975
12	0.8761787636
13	0.8680124803
14	0.8595955834
15	0.8520975129
16	0.8446226384
17	0.8374230933
18	0.8321980263
19	0.8247928212
20	0.8202316723
21	0.8160739197
22	0.8095835347
23	0.8039516891
24	0.7982459957
25	0.7948122245
26	0.7897928702
27	0.7863044201
28	0.7809563725
29	0.7760077963
30	0.7707889373
31	0.7672839538
32	0.7621392407
33	0.7598694904
34	0.756886719
35	0.7538824276
36	0.7499925049
37	0.7484973404
38	0.745711817
39	0.742292077
40	0.7397198328
41	0.7372790393
42	0.7345040508
43	0.7317896857
44	0.7300467817
45	0.7284088947
46	0.7262653029
47	0.7237195462
48	0.7208990244
49	0.7196057339
50	0.7177684417
51	0.7160276654
52	0.7146435339
53	0.7138376369
54	0.7112818246
55	0.7090310564
56	0.7079297887
57	0.7064946154
58	0.7040700608
59	0.702874562
60	0.7016160038
61	0.7004236097
62	0.6995068038
63	0.6980809231
64	0.6971625297
65	0.6961758861
66	0.6941521
67	0.6933156845
68	0.6921610813
69	0.6909783256
70	0.6901213058
71	0.6891470385
72	0.6875875678
73	0.6870169441
74	0.6858382535
75	0.6851594925
76	0.6841468445
77	0.6840022998
78	0.6829308077
79	0.6816400958
80	0.6808570649
81	0.6802346278
82	0.6794148427
83	0.6781223741
84	0.6764689523
85	0.6755632239
86	0.6746106569
87	0.6742166624
88	0.6730750333
89	0.6721628734
90	0.6714300486
91	0.6707819362
92	0.6701664451
93	0.6695685229
94	0.6686756365
95	0.6681050318
96	0.6675175218
97	0.6663939164
98	0.6654683754
99	0.664521576
100	0.6636847008
101	0.6630888098
102	0.6624332681
103	0.6609385216
104	0.6605252754
105	0.6602815936
106	0.659739831
107	0.6588345088
108	0.6583728215
109	0.6580614911
110	0.6574045418
111	0.6572700803
112	0.6568877832
113	0.6561953027
114	0.6559561798
115	0.6552653384
116	0.6549564128
117	0.6544106002
118	0.6538958163
119	0.6529008304
120	0.6516758954
121	0.6505152033
122	0.6499806855
123	0.6495492764
124	0.6490889815
125	0.6488161485
126	0.6485796245
127	0.6483871159
128	0.6475813933
129	0.6472271077
130	0.6468582785
131	0.6466036195
132	0.6462065853
133	0.6457396067
134	0.6453108679
135	0.6444975478
136	0.643844301
137	0.6433418323
138	0.6425971549
139	0.6421790946
140	0.6416914973
141	0.6413116256
142	0.6410809101
143	0.6407517726
144	0.6401681062
145	0.6400335479
146	0.6391261084
147	0.6385696411
148	0.637721895
149	0.6370633746
150	0.6368389196
151	0.6363141417
152	0.6356439914
153	0.635253459
154	0.6350921402
155	0.6344865079
156	0.6341264306
157	0.6339502441
158	0.6335541118
159	0.6331173854
160	0.6325283113
161	0.6316286452
162	0.6309578845
163	0.6304948114
164	0.6294569314
165	0.6290875973
166	0.6287485686
167	0.6282723704
168	0.6277470882
169	0.627347654
170	0.6267017878
171	0.6263060376
172	0.6261272651
173	0.625568569
174	0.6253371172
175	0.6242454894
176	0.6236907414
177	0.622520856
178	0.622121598
179	0.6215179076
180	0.6206945819
181	0.6200698118
182	0.6194753631
183	0.6191128515
184	0.6189481883
185	0.6173978988
186	0.6170347168
187	0.6165595874
188	0.6153326499
189	0.6148259777
190	0.6144262816
191	0.61317941
192	0.6117086797
193	0.6103013066
194	0.6093752136
195	0.6088702319
196	0.6082755784
197	0.6077762923
198	0.6068345726
199	0.6061021518
200	0.6058328501
201	0.605219221
202	0.6042291815
203	0.6037923755
204	0.6026952535
205	0.6019516066
206	0.6012728578
207	0.600700531
208	0.6000934588
209	0.599599273
210	0.5990200061
211	0.5978738108
212	0.597154788
213	0.5966497061
214	0.5958297293
215	0.5953936875
216	0.5941983657
217	0.5936984222
218	0.5925760564
219	0.5918658265
220	0.5914245708
221	0.5904586807
222	0.5902018145
223	0.5895930763
224	0.5888696822
225	0.5883037409
226	0.5878931421
227	0.5868419114
228	0.5863484348
229	0.5852043252
230	0.5847838241
231	0.5844232
232	0.5842410346
233	0.5838356238
234	0.5832744551
235	0.5829634073
236	0.5820795125
237	0.5815499939
238	0.5806693577
239	0.5799982369
240	0.5792640847
241	0.5787091459
242	0.5781036226
243	0.5774615858
244	0.5770710083
245	0.5768956705
246	0.5764210208
247	0.575267027
248	0.5743883893
249	0.5738274119
250	0.5727889081
251	0.5719744978
252	0.5712931532
253	0.5709891008
254	0.5703615772
255	0.5698531814
256	0.5691989717
257	0.5687764102
258	0.5685249374
259	0.5676470332
260	0.566575926
261	0.5662637605
262	0.565603048
263	0.5651472319
264	0.5645673517
265	0.5640610793
266	0.5636170578
267	0.562743049
268	0.5621392968
269	0.5610192524
270	0.5606370008
271	0.5603322146
272	0.5600720382
273	0.5592088775
274	0.5578085382
275	0.5567586812
276	0.5562994358
277	0.5556153487
278	0.5549651997
279	0.5543907221
280	0.5533325525
281	0.5522515058
282	0.5515114427
283	0.5510739845
284	0.5508072718
285	0.5498769355
286	0.5495500346
287	0.5489021209
288	0.5480868959
289	0.5476395277
290	0.5470175835
291	0.5463969661
292	0.5461391571
293	0.5457937054
294	0.5452756844
295	0.5448519284
296	0.5442906825
297	0.5437578123
298	0.5431342457
299	0.5424540709
300	0.5420462489
301	0.5412913529
302	0.5408269393
303	0.5405909645
304	0.5402106051
305	0.5398112808
306	0.5393613073
307	0.5386665151
308	0.5382343596
309	0.53769726
310	0.5372361585
311	0.5368991133
312	0.5363679525
313	0.5358887814
314	0.535573056
315	0.5353103597
316	0.5346993983
317	0.534450547
318	0.5340887797
319	0.5335712255
320	0.5329249302
321	0.5325988795
322	0.5322631543
323	0.5319348621
324	0.5310482235
325	0.5304248842
326	0.5301871475
327	0.5299490667
328	0.5296654606
329	0.5294426907
330	0.528929299
331	0.5285649387
332	0.5281594974
333	0.5275487794
334	0.5267868999
335	0.5260753837
336	0.5255705152
337	0.5252718504
338	0.52499245
339	0.5245574003
340	0.523783034
341	0.5230184659
342	0.522784562
343	0.5224354859
344	0.5220120703
345	0.5218005145
346	0.5213106643
347	0.5209897867
348	0.5206417806
349	0.5201212154
350	0.5197714424
351	0.5190844701
352	0.5185892432
353	0.5183682997
354	0.5179302588
355	0.5173439838
356	0.5171080426
357	0.5169673066
358	0.5163431166
359	0.5157889128
360	0.5148731759
