iter	Passed	Remaining
397	37761	57116
398	37849	57010
399	37943	56915
400	38032	56811
401	38122	56708
402	38212	56608
403	38300	56502
404	38387	56396
405	38480	56299
406	38567	56193
407	38660	56096
408	38754	56000
409	38841	55893
410	38928	55787
411	39027	55699
412	39114	55594
413	39201	55488
414	39300	55399
415	39386	55293
416	39473	55186
417	39570	55095
418	39656	54989
419	39743	54884
420	39835	54785
421	39923	54681
422	40009	54575
423	40108	54486
424	40193	54379
425	40278	54271
426	40370	54174
427	40456	54068
428	40543	53963
429	40640	53872
430	40728	53768
431	40814	53663
432	40909	53569
433	41021	53497
434	41147	53444
435	41247	53356
436	41333	53251
437	41426	53154
438	41513	53050
439	41600	52945
440	41704	52863
441	41790	52758
442	41886	52665
443	41976	52565
444	42071	52470
445	42158	52366
446	42253	52273
447	42345	52175
448	42437	52077
449	42523	51973
450	42647	51914
451	42755	51835
452	42868	51764
453	42956	51661
454	43043	51557
455	43141	51466
456	43231	51366
457	43318	51263
458	43412	51168
459	43499	51064
460	43586	50960
461	43678	50863
462	43770	50766
463	43871	50679
464	43959	50577
465	44053	50482
466	44141	50379
467	44228	50277
468	44325	50184
469	44411	50081
470	44503	49983
471	44590	49881
472	44677	49778
473	44770	49681
474	44859	49581
475	44950	49483
476	45039	49382
477	45126	49280
478	45232	49198
479	45319	49095
480	45415	49002
481	45502	48900
482	45592	48801
483	45688	48709
484	45787	48619
485	45878	48521
486	45965	48419
487	46056	48321
488	46143	48219
489	46234	48121
490	46320	48018
491	46418	47928
492	46511	47831
493	46597	47729
494	46687	47631
495	46775	47529
496	46863	47428
497	46958	47335
498	47045	47234
499	47138	47138
500	47224	47036
501	47312	46935
502	47411	46846
503	47502	46748
504	47596	46653
505	47684	46554
506	47787	46467
507	47897	46389
508	48031	46332
509	48125	46237
510	48211	46136
511	48303	46039
512	48389	45937
513	48478	45837
514	48573	45743
515	48667	45649
516	48764	45557
517	48852	45456
518	48938	45355
519	49035	45263
520	49128	45167
521	49214	45066
522	49308	44971
523	49394	44869
524	49486	44773
525	49577	44676
526	49664	44575
527	49759	44482
528	49845	44380
529	49932	44279
530	50026	44184
531	50115	44086
532	50203	43987
533	50295	43891
534	50382	43790
535	50469	43689
536	50560	43593
537	50650	43495
538	50738	43395
539	50831	43301
540	50918	43200
541	51005	43100
542	51098	43005
543	51188	42908
544	51275	42808
545	51368	42713
546	51455	42613
547	51542	42513
548	51635	42418
549	51727	42322
550	51814	42223
551	51906	42127
552	51995	42029
553	52085	41931
554	52179	41837
555	52266	41737
556	52358	41642
557	52454	41549
558	52540	41449
559	52627	41350
560	52723	41257
561	52810	41158
562	52897	41058
563	53004	40975
564	53113	40892
565	53241	40824
566	53336	40731
567	53423	40631
568	53515	40536
569	53602	40436
570	53693	40340
571	53784	40244
572	53901	40167
573	54008	40083
574	54125	40006
575	54230	39919
576	54326	39826
577	54419	39731
578	54505	39631
579	54598	39537
580	54685	39437
581	54772	39338
582	54869	39246
583	54955	39146
584	55042	39046
585	55144	38958
586	55247	38871
587	55361	38790
588	55458	38698
589	55574	38619
590	55691	38541
591	55784	38446
592	55879	38352
593	55973	38258
594	56061	38159
595	56154	38064
596	56243	37966
597	56330	37867
598	56427	37775
599	56515	37676
600	56608	37582
601	56719	37499
602	56836	37419
603	56999	37370
604	57130	37300
605	57258	37227
606	57376	37148
607	57480	37060
608	57585	36971
609	57681	36878
610	57794	36795
611	57893	36703
612	58009	36622
613	58114	36534
614	58249	36465
615	58381	36393
616	58493	36309
617	58584	36212
618	58676	36115
619	58763	36016
620	58858	35921
621	58945	35821
622	59031	35722
623	59125	35627
624	59212	35527
625	59313	35436
626	59401	35337
627	59492	35241
628	59590	35148
629	59677	35048
630	59766	34950
631	59858	34854
632	59944	34754
633	60032	34656
634	60127	34561
635	60214	34462
636	60301	34363
637	60394	34267
638	60480	34168
639	60596	34085
640	60726	34010
641	60846	33930
642	60965	33848
643	61094	33772
644	61210	33689
645	61297	33590
646	61387	33492
647	61475	33393
648	61567	33297
649	61654	33198
650	61750	33104
651	61837	33005
652	61927	32908
653	62015	32809
654	62102	32710
655	62197	32615
656	62294	32521
657	62381	32422
658	62471	32325
659	62558	32227
660	62644	32127
661	62740	32033
662	62827	31934
663	62913	31835
664	63005	31739
665	63092	31641
666	63179	31542
667	63272	31446
668	63359	31348
669	63460	31256
670	63573	31170
671	63696	31089
672	63787	30993
673	63875	30895
674	63969	30799
675	64055	30701
676	64141	30602
677	64232	30505
678	64323	30409
679	64411	30311
680	64503	30215
681	64590	30116
682	64682	30021
683	64776	29925
684	64867	29829
685	64963	29735
686	65050	29637
687	65142	29541
688	65228	29442
689	65314	29344
690	65408	29249
691	65494	29150
692	65581	29052
693	65680	28960
694	65768	28862
695	65858	28765
696	65954	28671
697	66040	28573
698	66134	28478
699	66221	28380
700	66308	28282
701	66401	28187
702	66489	28090
703	66577	27992
704	66672	27898
705	66762	27801
706	66849	27704
707	66948	27611
708	67036	27514
709	67127	27418
710	67226	27325
711	67323	27231
712	67424	27140
713	67525	27047
714	67611	26950
715	67705	26855
716	67792	26757
717	67885	26662
718	67974	26566
719	68070	26471
720	68156	26374
721	68251	26279
722	68337	26181
723	68442	26091
724	68533	25995
725	68629	25901
726	68743	25814
727	68871	25732
728	68973	25640
729	69073	25547
730	69169	25453
731	69256	25356
732	69345	25259
733	69431	25161
734	69522	25066
735	69612	24969
736	69700	24872
737	69794	24778
738	69881	24680
739	69982	24588
740	70068	24491
741	70160	24395
742	70254	24300
743	70341	24203
744	70434	24108
745	70522	24011
746	70608	23914
747	70702	23819
748	70789	23722
749	70896	23632
750	71005	23542
751	71110	23451
752	71200	23355
753	71286	23257
754	71378	23162
755	71465	23065
756	71557	22970
757	71652	22875
758	71744	22780
759	71835	22684
760	71922	22588
761	72014	22492
762	72101	22395
763	72193	22300
764	72289	22206
765	72375	22109
766	72466	22013
767	72553	21917
768	72640	21820
769	72736	21726
770	72824	21630
771	72913	21534
772	73004	21438
773	73091	21341
774	73177	21245
775	73271	21150
776	73358	21054
777	73444	20957
778	73534	20861
779	73627	20766
780	73714	20670
781	73808	20575
782	73913	20484
783	74016	20392
784	74129	20303
785	74216	20206
786	74308	20111
787	74398	20015
788	74491	19921
789	74578	19824
790	74673	19730
791	74762	19634
792	74854	19539
793	74950	19445
794	75036	19349
795	75131	19254
796	75226	19160
797	75319	19065
798	75409	18970
799	75495	18873
800	75586	18778
801	75683	18684
802	75776	18590
803	75870	18495
804	75966	18401
805	76052	18305
806	76145	18210
807	76245	18117
808	76339	18023
809	76428	17927
810	76519	17832
811	76606	17736
812	76701	17642
813	76787	17546
814	76877	17450
815	76972	17356
816	77059	17260
817	77146	17164
818	77249	17072
819	77336	16976
820	77422	16880
821	77518	16786
822	77605	16690
823	77694	16594
824	77785	16500
825	77873	16404
826	77968	16310
827	78075	16218
828	78163	16122
829	78248	16026
830	78342	15932
831	78428	15836
832	78528	15743
833	78619	15648
834	78707	15552
835	78801	15458
836	78889	15363
837	78976	15267
838	79077	15174
839	79187	15083
840	79289	14990
841	79401	14899
842	79489	14804
843	79584	14709
844	79672	14614
845	79767	14520
846	79854	14424
847	79947	14330
848	80034	14234
849	80134	14141
850	80221	14045
851	80312	13951
852	80407	13856
853	80494	13761
854	80586	13666
855	80679	13572
856	80771	13477
857	80859	13382
858	80953	13288
859	81039	13192
860	81137	13098
861	81233	13004
862	81321	12909
863	81411	12814
864	81498	12719
865	81584	12623
866	81680	12530
867	81776	12436
868	81867	12341
869	81958	12246
870	82058	12153
871	82150	12058
872	82244	11964
873	82330	11869
874	82424	11774
875	82511	11679
876	82601	11584
877	82696	11490
878	82787	11396
879	82877	11301
880	82968	11206
881	83055	11111
882	83143	11016
883	83236	10922
884	83327	10827
885	83419	10733
886	83506	10638
887	83592	10543
888	83687	10449
889	83773	10354
890	83868	10259
891	83966	10166
892	84057	10071
893	84143	9976
894	84238	9882
895	84332	9788
896	84439	9695
897	84555	9604
898	84660	9511
899	84748	9416
900	84838	9321
901	84931	9227
902	85017	9132
903	85109	9038
904	85196	8943
905	85283	8848
906	85382	8754
907	85470	8659
908	85556	8565
909	85670	8472
910	85757	8378
911	85859	8284
912	85958	8190
913	86045	8096
914	86138	8001
915	86224	7907
916	86311	7812
917	86404	7718
918	86500	7624
919	86586	7529
920	86683	7435
921	86769	7340
922	86875	7247
923	86964	7152
924	87051	7058
925	87150	6964
926	87236	6869
927	87331	6775
928	87417	6681
929	87513	6587
930	87599	6492
931	87687	6397
932	87782	6303
933	87872	6209
934	87962	6115
935	88059	6021
936	88146	5926
937	88239	5832
938	88328	5738
939	88422	5643
940	88508	5549
941	88598	5455
942	88694	5361
943	88781	5266
944	88867	5172
945	88959	5078
946	89046	4983
947	89136	4889
948	89229	4795
949	89316	4700
950	89404	4606
951	89498	4512
952	89608	4419
953	89712	4325
954	89831	4232
955	89920	4138
956	90011	4044
957	90097	3950
958	90192	3856
959	90279	3761
960	90366	3667
961	90457	3573
962	90544	3478
963	90633	3384
964	90728	3290
965	90816	3196
966	90916	3102
967	91007	3008
968	91093	2914
969	91189	2820
970	91296	2726
971	91384	2632
972	91470	2538
973	91562	2444
974	91650	2350
975	91740	2255
976	91835	2161
977	91922	2067
978	92015	1973
979	92109	1879
980	92203	1785
981	92295	1691
982	92382	1597
983	92472	1503
984	92567	1409
985	92662	1315
986	92752	1221
987	92845	1127
988	92932	1033
989	93026	939
990	93113	845
991	93205	751
992	93293	657
993	93381	563
994	93473	469
995	93561	375
996	93648	281
997	93738	187
998	93829	93
999	93916	0
